months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,ages_category,customer_category,Contract Years,total_premiums_paid,net_value_of_customer
274,44,771509,2006-08-10,IN,500/1000,500.0,1395.58,0,466612,FEMALE,1395.58,tech-support,reading,husband,0.0,0,2015-02-05,Vehicle Theft,?,Minor Damage,Police,WV,Springfield,4279 Solo Drive,7,1,NO,2,1,NO,5590.0,5590.0,5590.0,3870,BMW,X5,2000,N,Middle Aged,Long-Term Client,22.833333333333332,31865.743333333332,26275.743333333332
297,48,264221,2014-07-28,IL,500/1000,1000.0,1243.68,0,463331,MALE,1243.68,protective-serv,camping,wife,0.0,-71400,2015-02-20,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,9177 Texas Ave,18,3,NO,0,2,NO,54960.0,54960.0,54960.0,48090,Toyota,Corolla,2002,Y,Middle Aged,Long-Term Client,24.75,30781.08,-24178.92
273,47,602704,2011-09-27,OH,500/1000,1000.0,1189.04,0,457843,FEMALE,1189.04,prof-specialty,video-games,own-child,59600.0,0,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,5969 Francis St,0,3,NO,1,3,NO,39800.0,39800.0,39800.0,27860,Jeep,Wrangler,2014,N,Middle Aged,Long-Term Client,22.75,27050.659999999996,-12749.340000000004
147,37,672416,2013-04-20,IN,500/1000,2000.0,1375.29,0,609226,FEMALE,1375.29,armed-forces,chess,own-child,0.0,0,2015-01-31,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,9942 Tree Ave,11,3,YES,0,1,NO,56160.0,56160.0,56160.0,43680,Ford,Fusion,2015,Y,Middle Aged,Established Client,12.25,16847.3025,-39312.697499999995
285,42,545506,1991-03-20,IN,100/300,500.0,1389.13,0,452942,MALE,1389.13,priv-house-serv,golf,not-in-family,63100.0,-79400,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,5474 Weaver Hwy,13,1,NO,0,3,NO,52700.0,52700.0,52700.0,36890,Toyota,Corolla,2005,N,Middle Aged,Long-Term Client,23.75,32991.8375,-19708.1625
289,43,777533,2002-12-21,OH,500/1000,1000.0,1387.51,0,609390,FEMALE,1387.51,sales,base-jumping,not-in-family,0.0,0,2015-01-11,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,1102 Apache Hwy,19,3,YES,1,3,NO,68580.0,68580.0,68580.0,53340,Jeep,Wrangler,2010,N,Middle Aged,Long-Term Client,24.083333333333332,33415.86583333333,-35164.13416666667
427,60,953334,2005-12-03,IN,100/300,1000.0,1178.61,7000000,446608,MALE,1178.61,craft-repair,board-games,own-child,0.0,-54400,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,9214 Texas Drive,23,1,YES,1,2,YES,90860.0,90860.0,90860.0,58410,Volkswagen,Jetta,2004,Y,Elderly,Long-Term Client,35.583333333333336,41938.8725,-48921.1275
380,53,369781,2011-05-25,IL,250/500,2000.0,1166.62,6000000,602500,MALE,1166.62,priv-house-serv,bungie-jumping,wife,0.0,0,2015-02-24,Parked Car,?,Trivial Damage,Police,NC,Northbend,8991 Texas Hwy,23,1,NO,0,3,NO,5700.0,5700.0,5700.0,4560,Saab,93,2001,N,Middle Aged,Long-Term Client,31.666666666666668,36942.96666666666,31242.96666666666
13,21,990998,2006-10-18,IN,100/300,1000.0,1556.31,0,463809,MALE,1556.31,prof-specialty,golf,not-in-family,0.0,-75000,2015-01-19,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,9580 MLK Ave,19,3,YES,2,0,YES,94930.0,94930.0,94930.0,77670,Accura,RSX,2014,N,Young Adult,New Client,1.0833333333333333,1686.0025,-93243.9975
282,43,982678,2006-07-19,OH,250/500,500.0,1452.27,0,611996,MALE,1452.27,farming-fishing,video-games,not-in-family,75800.0,0,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,5868 Best Drive,19,1,NO,1,2,NO,46800.0,46800.0,46800.0,32760,Audi,A5,2007,Y,Middle Aged,Long-Term Client,23.5,34128.345,-12671.654999999999
312,47,646069,2002-06-08,OH,500/1000,1000.0,1212.07,0,459298,FEMALE,1212.07,exec-managerial,polo,wife,66900.0,-51800,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,5318 5th Ave,17,3,NO,2,3,NO,56320.0,56320.0,56320.0,42240,Mercedes,ML350,2000,N,Middle Aged,Long-Term Client,26.0,31513.82,-24806.18
266,46,331683,2009-02-12,OH,100/300,2000.0,1578.54,0,468158,MALE,1578.54,handlers-cleaners,chess,husband,0.0,-41400,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,7502 Rock Lane,18,1,NO,1,3,YES,83490.0,83490.0,83490.0,60720,Nissan,Pathfinder,1996,N,Middle Aged,Long-Term Client,22.166666666666668,34990.969999999994,-48499.030000000006
30,36,364055,2001-05-14,IN,500/1000,500.0,1488.26,0,440831,FEMALE,1488.26,machine-op-inspct,golf,wife,0.0,-63500,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,4627 Elm Ridge,17,3,NO,2,2,NO,57900.0,57900.0,57900.0,46320,Saab,95,2008,N,Middle Aged,Established Client,2.5,3720.6499999999996,-54179.35
198,36,521854,2001-02-16,IN,250/500,1000.0,1096.39,0,603848,MALE,1096.39,armed-forces,kayaking,own-child,0.0,0,2015-01-26,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,5584 Britain Lane,11,3,YES,1,3,YES,49410.0,49410.0,49410.0,38430,Audi,A3,2015,N,Middle Aged,Long-Term Client,16.5,18090.435,-31319.565
290,45,737252,1993-11-18,OH,500/1000,2000.0,1215.36,0,617739,MALE,1215.36,tech-support,reading,own-child,54400.0,0,2015-01-31,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,7002 Oak Hwy,22,3,YES,0,1,NO,66200.0,66200.0,66200.0,52960,Suburu,Impreza,2012,N,Middle Aged,Long-Term Client,24.166666666666668,29371.199999999997,-36828.8
260,46,344480,1990-02-18,OH,100/300,2000.0,1482.57,0,607133,MALE,1482.57,priv-house-serv,reading,husband,35000.0,0,2015-02-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,4780 Best Drive,7,1,NO,0,1,NO,64080.0,64080.0,64080.0,42720,Toyota,Camry,2005,N,Middle Aged,Long-Term Client,21.666666666666668,32122.35,-31957.65
233,43,898519,2000-05-21,OH,250/500,1000.0,954.18,0,437470,FEMALE,954.18,tech-support,dancing,other-relative,0.0,0,2015-02-17,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,8995 1st Ave,17,3,YES,2,3,YES,42500.0,42500.0,42500.0,29750,Nissan,Pathfinder,2000,N,Middle Aged,Long-Term Client,19.416666666666668,18526.995,-23973.005
130,30,957816,2012-08-26,IL,500/1000,2000.0,1193.4,0,461372,MALE,1193.4,exec-managerial,bungie-jumping,own-child,0.0,-40800,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,5586 2nd St,16,3,NO,2,3,NO,48950.0,48950.0,48950.0,35600,Suburu,Legacy,2005,N,Young Adult,Established Client,10.833333333333334,12928.5,-36021.5
230,42,175960,2004-11-16,IN,100/300,1000.0,1023.11,0,476130,FEMALE,1023.11,adm-clerical,golf,own-child,0.0,-45300,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,1589 Best Ave,13,3,NO,1,2,YES,58850.0,58850.0,58850.0,37450,Accura,MDX,1999,N,Middle Aged,Long-Term Client,19.166666666666668,19609.608333333334,-39240.39166666666
212,40,489618,2003-01-23,IL,500/1000,1000.0,1524.45,0,452438,FEMALE,1524.45,other-service,golf,husband,73200.0,0,2015-02-11,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,1880 Weaver Drive,17,3,YES,0,2,YES,82400.0,82400.0,82400.0,65920,Nissan,Pathfinder,2006,N,Middle Aged,Long-Term Client,17.666666666666668,26931.95,-55468.05
299,44,717044,2008-11-07,OH,500/1000,1000.0,1653.32,0,460517,FEMALE,1653.32,other-service,bungie-jumping,other-relative,0.0,-48800,2015-01-25,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,7295 Tree Hwy,3,1,YES,2,0,NO,54240.0,54240.0,54240.0,40680,Suburu,Impreza,2009,N,Middle Aged,Long-Term Client,24.916666666666668,41195.223333333335,-13044.776666666665
91,26,101421,1999-10-19,IL,250/500,1000.0,1022.46,0,444896,FEMALE,1022.46,armed-forces,video-games,other-relative,52700.0,0,2015-02-23,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,8832 Pine Drive,15,3,YES,0,2,NO,74200.0,74200.0,74200.0,59360,Jeep,Wrangler,1996,N,Young Adult,Established Client,7.583333333333333,7753.655,-66446.345
398,53,793948,1990-12-20,IL,100/300,2000.0,1396.43,0,448722,FEMALE,1396.43,priv-house-serv,base-jumping,unmarried,21500.0,0,2015-01-29,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,1620 Oak Ave,16,1,YES,2,1,NO,47430.0,47430.0,47430.0,36890,Toyota,Camry,2000,N,Middle Aged,Long-Term Client,33.166666666666664,46314.92833333334,-1115.071666666663
218,43,737483,1996-02-14,IL,250/500,500.0,1521.55,0,477856,FEMALE,1521.55,priv-house-serv,polo,other-relative,61100.0,-64500,2015-01-02,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,3847 Elm Hwy,18,1,YES,1,3,YES,68200.0,68200.0,68200.0,47740,Dodge,RAM,2003,Y,Middle Aged,Long-Term Client,18.166666666666668,27641.49166666667,-40558.50833333333
152,33,695117,2001-06-10,IN,100/300,1000.0,1034.27,0,617721,FEMALE,1034.27,armed-forces,exercise,husband,0.0,0,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,3177 MLK Ridge,18,1,NO,1,0,NO,63900.0,63900.0,63900.0,49700,Accura,TL,2014,N,Middle Aged,Long-Term Client,12.666666666666666,13100.753333333334,-50799.246666666666
212,39,167466,2010-03-17,OH,100/300,1000.0,1255.35,0,454176,FEMALE,1255.35,protective-serv,skydiving,not-in-family,60300.0,-58900,2015-02-14,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,3929 Oak Drive,22,2,NO,0,3,YES,59300.0,59300.0,59300.0,41510,Dodge,RAM,2008,N,Middle Aged,Long-Term Client,17.666666666666668,22177.85,-37122.15
242,44,664732,2003-07-30,IL,500/1000,2000.0,1396.89,6000000,618127,FEMALE,1396.89,priv-house-serv,chess,other-relative,0.0,-61600,2015-02-04,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,1469 Lincoln Drive,15,3,NO,1,2,YES,66900.0,66900.0,66900.0,46830,Suburu,Forrestor,1999,Y,Middle Aged,Long-Term Client,20.166666666666668,28170.615,-38729.384999999995
80,27,143038,2014-09-17,OH,500/1000,500.0,795.31,0,441923,MALE,795.31,farming-fishing,skydiving,husband,0.0,-51000,2015-02-12,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,9719 4th Lane,16,3,YES,1,3,NO,40810.0,40810.0,40810.0,29680,Ford,F150,2000,Y,Young Adult,Established Client,6.666666666666667,5302.066666666666,-35507.933333333334
260,43,979963,2009-06-03,IN,100/300,500.0,982.22,0,604279,FEMALE,982.22,exec-managerial,skydiving,not-in-family,54500.0,-72100,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,3196 Cherokee St,18,1,YES,1,0,NO,75400.0,75400.0,75400.0,52780,Honda,CRV,2011,N,Middle Aged,Long-Term Client,21.666666666666668,21281.433333333334,-54118.566666666666
133,34,467841,1994-10-11,IN,500/1000,500.0,1074.07,0,440833,FEMALE,1074.07,prof-specialty,bungie-jumping,husband,70900.0,-61100,2015-01-28,Parked Car,?,Minor Damage,None,WV,Northbend,8492 Andromedia Ridge,8,1,NO,2,0,YES,4200.0,4200.0,4200.0,2940,Jeep,Wrangler,2013,N,Middle Aged,Established Client,11.083333333333334,11904.275833333333,7704.275833333333
290,45,219028,1991-07-18,OH,100/300,1000.0,1311.3,0,451550,FEMALE,1311.3,machine-op-inspct,chess,wife,38500.0,0,2015-01-10,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1353 Washington St,23,3,YES,0,0,YES,52650.0,52650.0,52650.0,40950,Ford,F150,2001,Y,Middle Aged,Long-Term Client,24.166666666666668,31689.749999999996,-20960.250000000004
322,49,130156,2001-09-24,IL,250/500,2000.0,1277.12,0,431853,FEMALE,1277.12,armed-forces,kayaking,own-child,0.0,-46000,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,6731 Andromedia Hwy,18,1,YES,0,2,YES,42240.0,42240.0,42240.0,26880,Chevrolet,Malibu,2007,N,Middle Aged,Long-Term Client,26.833333333333332,34269.386666666665,-7970.613333333335
228,39,762951,2012-09-19,IN,500/1000,500.0,1388.62,0,614274,FEMALE,1388.62,sales,reading,husband,35200.0,0,2015-01-19,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,5769 Texas Lane,10,1,YES,1,0,YES,59490.0,59490.0,59490.0,46270,Mercedes,ML350,1995,N,Middle Aged,Long-Term Client,19.0,26383.779999999995,-33106.22
195,37,376879,1991-07-11,IL,100/300,1000.0,1406.52,8000000,619148,MALE,1406.52,tech-support,base-jumping,unmarried,0.0,0,2015-01-28,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,2849 Pine Drive,12,1,NO,0,2,NO,44200.0,44200.0,44200.0,35360,Jeep,Wrangler,2002,Y,Middle Aged,Long-Term Client,16.25,22855.949999999997,-21344.050000000003
247,39,599031,1991-10-29,IN,100/300,500.0,1558.29,0,456781,FEMALE,1558.29,protective-serv,reading,unmarried,0.0,-49300,2015-02-16,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,2577 Texas Ridge,5,1,YES,1,2,NO,7700.0,7700.0,7700.0,5390,Saab,93,2000,N,Middle Aged,Long-Term Client,20.583333333333332,32074.802499999998,24374.802499999998
405,57,676255,1999-12-28,IN,500/1000,1000.0,1132.47,4000000,434293,MALE,1132.47,priv-house-serv,exercise,other-relative,46300.0,0,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,3841 Washington Lane,21,3,YES,2,3,NO,61440.0,61440.0,61440.0,40960,Saab,93,2008,N,Elderly,Long-Term Client,33.75,38220.8625,-23219.137499999997
144,37,985446,2012-10-11,OH,250/500,2000.0,1896.91,0,460895,FEMALE,1896.91,handlers-cleaners,sleeping,not-in-family,73700.0,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,8125 Texas Ridge,17,3,YES,1,3,NO,54400.0,54400.0,54400.0,38080,Chevrolet,Silverado,2015,Y,Middle Aged,Established Client,12.0,22762.920000000002,-31637.079999999998
338,47,884180,1995-08-19,IL,500/1000,500.0,1143.46,4000000,601600,MALE,1143.46,priv-house-serv,polo,other-relative,0.0,0,2015-02-18,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4826 5th St,4,1,YES,2,1,NO,58560.0,58560.0,58560.0,39040,Mercedes,E400,2002,N,Middle Aged,Long-Term Client,28.166666666666668,32207.45666666667,-26352.54333333333
121,34,571462,1991-02-11,IN,500/1000,500.0,1285.42,0,465440,MALE,1285.42,priv-house-serv,video-games,wife,0.0,0,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,1578 5th Lane,11,1,NO,1,1,NO,67300.0,67300.0,67300.0,53840,Dodge,RAM,2000,Y,Middle Aged,Established Client,10.083333333333334,12961.318333333335,-54338.681666666664
398,55,815883,1991-07-02,OH,250/500,2000.0,1305.26,0,455482,MALE,1305.26,farming-fishing,skydiving,wife,66200.0,-49700,2015-01-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,6440 Rock Lane,18,1,YES,1,3,YES,36740.0,36740.0,36740.0,26720,BMW,X5,1998,Y,Middle Aged,Long-Term Client,33.166666666666664,43291.12333333333,6551.123333333329
9,30,258265,1994-04-10,IL,100/300,1000.0,1073.83,0,438877,FEMALE,1073.83,machine-op-inspct,dancing,not-in-family,0.0,0,2015-02-02,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,5806 Embaracadero St,12,1,YES,0,0,NO,85690.0,85690.0,85690.0,54530,BMW,3 Series,2011,N,Young Adult,New Client,0.75,805.3725,-84884.6275
115,31,569714,2005-12-04,OH,500/1000,1000.0,1051.67,0,479824,FEMALE,1051.67,exec-managerial,bungie-jumping,not-in-family,0.0,0,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,1472 4th Drive,18,3,YES,0,3,NO,34160.0,34160.0,34160.0,29890,Audi,A5,2005,Y,Middle Aged,Established Client,9.583333333333334,10078.504166666668,-24081.495833333334
280,48,180008,2014-07-16,IL,250/500,1000.0,1387.35,0,477415,MALE,1387.35,transport-moving,paintball,not-in-family,0.0,-72000,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,5839 Weaver Lane,16,1,NO,2,2,NO,61320.0,61320.0,61320.0,40880,BMW,M5,1998,N,Middle Aged,Long-Term Client,23.333333333333332,32371.5,-28948.5
254,45,633375,2003-09-17,IL,250/500,500.0,1083.64,0,614372,MALE,1083.64,other-service,paintball,husband,59800.0,0,2015-02-27,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,7630 Rock Drive,19,3,YES,0,0,NO,79680.0,79680.0,79680.0,53120,BMW,3 Series,2004,N,Middle Aged,Long-Term Client,21.166666666666668,22937.04666666667,-56742.95333333333
141,30,556538,2000-07-15,IL,250/500,1000.0,1851.78,0,465248,FEMALE,1851.78,craft-repair,exercise,other-relative,78800.0,0,2015-02-09,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,7144 Andromedia St,13,1,NO,1,0,YES,61740.0,61740.0,61740.0,48020,Audi,A3,2002,N,Young Adult,Established Client,11.75,21758.415,-39981.585
441,55,669501,2009-07-29,IN,250/500,500.0,1270.29,4000000,449421,MALE,1270.29,armed-forces,exercise,husband,24000.0,-50500,2015-02-19,Parked Car,?,Minor Damage,None,VA,Arlington,9988 Rock Ridge,4,1,NO,0,0,NO,6400.0,6400.0,6400.0,5120,Honda,Civic,2002,N,Middle Aged,Long-Term Client,36.75,46683.1575,40283.1575
381,55,963761,1991-04-13,OH,500/1000,500.0,1459.99,0,445856,FEMALE,1459.99,other-service,chess,wife,35900.0,0,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,7544 Washington Ave,8,1,YES,1,2,YES,60600.0,60600.0,60600.0,42420,Accura,TL,2011,N,Middle Aged,Long-Term Client,31.75,46354.6825,-14245.317499999997
191,38,753005,2005-11-20,IL,100/300,2000.0,1253.44,0,608525,FEMALE,1253.44,craft-repair,sleeping,not-in-family,0.0,0,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,7201 Washington Ave,19,3,NO,2,0,NO,56320.0,56320.0,56320.0,40960,Volkswagen,Jetta,2007,N,Middle Aged,Long-Term Client,15.916666666666666,19950.586666666666,-36369.41333333333
145,34,454758,1990-05-20,IN,100/300,1000.0,1142.48,0,608813,FEMALE,1142.48,priv-house-serv,sleeping,other-relative,0.0,0,2015-01-13,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,8805 Cherokee Drive,18,1,YES,2,0,NO,52250.0,52250.0,52250.0,38000,Suburu,Legacy,2012,N,Middle Aged,Established Client,12.083333333333334,13804.966666666665,-38445.03333333333
479,60,698589,2002-11-28,IL,500/1000,1000.0,1188.45,0,459295,FEMALE,1188.45,exec-managerial,camping,other-relative,0.0,-44800,2015-01-18,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,3275 Pine St,9,2,YES,0,3,NO,53900.0,53900.0,53900.0,37730,Saab,95,2006,N,Elderly,Long-Term Client,39.916666666666664,47438.9625,-6461.0374999999985
215,35,330119,2004-06-15,IL,500/1000,1000.0,1125.4,0,606144,MALE,1125.4,adm-clerical,yachting,husband,40000.0,-43400,2015-01-15,Vehicle Theft,?,Trivial Damage,None,WV,Columbus,7785 Lincoln Lane,6,1,YES,2,1,NO,2640.0,2640.0,2640.0,1980,Jeep,Wrangler,2001,N,Middle Aged,Long-Term Client,17.916666666666668,20163.416666666668,17523.416666666668
41,33,164464,2010-09-26,OH,250/500,500.0,1294.41,0,476315,MALE,1294.41,transport-moving,sleeping,husband,0.0,0,2015-02-23,Vehicle Theft,?,Minor Damage,None,NC,Arlington,4994 Lincoln Drive,8,1,YES,0,0,NO,8970.0,8970.0,8970.0,6210,Dodge,Neon,2011,N,Middle Aged,Established Client,3.4166666666666665,4422.5675,-4547.4325
45,31,927354,1990-09-15,IN,100/300,500.0,1459.5,0,475891,MALE,1459.5,priv-house-serv,movies,not-in-family,0.0,0,2015-02-17,Parked Car,?,Minor Damage,None,NY,Springfield,1298 Maple Hwy,6,1,YES,1,3,NO,6000.0,6000.0,6000.0,4000,Suburu,Impreza,2000,N,Middle Aged,Established Client,3.75,5473.125,-526.875
156,38,231508,2009-09-16,IL,100/300,500.0,1367.99,0,462525,MALE,1367.99,armed-forces,board-games,own-child,26500.0,0,2015-02-17,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,2644 MLK Drive,23,3,YES,0,3,NO,55200.0,55200.0,55200.0,38640,Saab,92x,1998,Y,Middle Aged,Long-Term Client,13.0,17783.87,-37416.130000000005
246,45,272910,1999-08-12,IN,250/500,500.0,1594.37,0,606283,MALE,1594.37,exec-managerial,board-games,own-child,0.0,0,2015-01-18,Parked Car,?,Trivial Damage,None,SC,Riverwood,5630 1st Drive,13,1,NO,0,3,YES,7260.0,7260.0,7260.0,5280,Saab,92x,2008,N,Middle Aged,Long-Term Client,20.5,32684.584999999995,25424.584999999995
178,39,305758,2009-03-08,IL,100/300,500.0,1035.99,0,465252,FEMALE,1035.99,exec-managerial,sleeping,own-child,0.0,0,2015-01-17,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6137 MLK St,3,3,NO,2,0,NO,64680.0,64680.0,64680.0,41160,Jeep,Wrangler,2010,N,Middle Aged,Long-Term Client,14.833333333333334,15367.185,-49312.815
237,43,950542,2009-04-27,OH,250/500,500.0,911.53,0,449979,FEMALE,911.53,sales,basketball,husband,53200.0,0,2015-02-25,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,5383 Maple Drive,23,1,NO,0,1,NO,59200.0,59200.0,59200.0,47360,Chevrolet,Malibu,1998,N,Middle Aged,Long-Term Client,19.75,18002.7175,-41197.2825
127,34,291544,2006-08-02,OH,500/1000,500.0,1319.97,0,604681,FEMALE,1319.97,craft-repair,paintball,own-child,73700.0,0,2015-01-06,Vehicle Theft,?,Minor Damage,None,NC,Arlington,4460 4th Lane,8,1,YES,1,3,NO,4700.0,4700.0,4700.0,3290,Saab,92x,1998,N,Middle Aged,Established Client,10.583333333333334,13969.6825,9269.6825
1,33,388616,1995-12-06,OH,250/500,2000.0,1391.63,0,466390,MALE,1391.63,sales,video-games,husband,61200.0,0,2015-02-26,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,8524 Pine Lane,23,1,YES,0,3,NO,69400.0,69400.0,69400.0,55520,Mercedes,C300,2000,N,Middle Aged,New Client,0.08333333333333333,115.96916666666668,-69284.03083333334
5,21,577992,2002-11-13,IN,250/500,500.0,915.41,5000000,612316,FEMALE,915.41,exec-managerial,sleeping,own-child,0.0,0,2015-02-11,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,8456 1st Ave,23,1,YES,0,0,NO,40500.0,40500.0,40500.0,32400,Nissan,Pathfinder,1998,N,Young Adult,New Client,0.4166666666666667,381.42083333333335,-40118.57916666667
64,28,342830,1991-11-09,IL,500/1000,1000.0,1468.82,0,474731,MALE,1468.82,handlers-cleaners,skydiving,other-relative,56800.0,-51800,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,3639 Flute Hwy,9,3,NO,2,1,NO,60000.0,60000.0,60000.0,45000,Honda,Accord,1997,N,Young Adult,Established Client,5.333333333333333,7833.706666666666,-52166.293333333335
142,30,491170,1998-01-14,IN,500/1000,500.0,1412.76,0,603260,MALE,1412.76,armed-forces,basketball,wife,66400.0,-63700,2015-01-10,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,7900 Sky Hwy,22,1,YES,2,3,NO,67320.0,67320.0,67320.0,44880,Volkswagen,Jetta,1996,N,Young Adult,Established Client,11.833333333333334,16717.66,-50602.34
97,27,175553,2002-04-25,OH,500/1000,500.0,1588.26,0,434370,FEMALE,1588.26,tech-support,movies,husband,56700.0,-49300,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,7835 Cherokee Hwy,22,3,YES,2,1,YES,75690.0,75690.0,75690.0,58870,Saab,95,2014,N,Young Adult,Established Client,8.083333333333334,12838.435,-62851.565
121,31,439341,1991-07-20,IN,100/300,1000.0,1140.91,0,478388,MALE,1140.91,adm-clerical,paintball,other-relative,51300.0,0,2015-02-15,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,1030 Pine Lane,15,3,NO,1,2,NO,64300.0,64300.0,64300.0,51440,Chevrolet,Silverado,2002,Y,Middle Aged,Established Client,10.083333333333334,11504.175833333333,-52795.824166666665
225,43,221186,2004-08-13,OH,100/300,1000.0,1517.54,0,617883,MALE,1517.54,priv-house-serv,camping,own-child,0.0,-20900,2015-01-09,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,9278 Francis Ridge,16,3,NO,2,0,YES,64400.0,64400.0,64400.0,51520,BMW,X5,2011,N,Middle Aged,Long-Term Client,18.75,28453.875,-35946.125
425,53,868031,1990-06-24,OH,250/500,2000.0,912.29,0,464808,FEMALE,912.29,priv-house-serv,paintball,husband,42900.0,-39100,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,6604 Apache Drive,17,3,YES,1,2,NO,97080.0,97080.0,97080.0,64720,Saab,92x,2005,N,Middle Aged,Long-Term Client,35.416666666666664,32310.27083333333,-64769.72916666667
285,44,844117,1991-08-21,OH,250/500,2000.0,1144.3,0,609458,MALE,1144.3,priv-house-serv,base-jumping,not-in-family,52600.0,0,2015-02-04,Vehicle Theft,?,Minor Damage,Police,WV,Northbrook,2311 4th St,3,1,YES,1,0,NO,5500.0,5500.0,5500.0,4500,Honda,Civic,2010,N,Middle Aged,Long-Term Client,23.75,27177.125,21677.125
